INFO:random-gd-1031:trial:      0 / 100_000  |  f_evals:       2_679 / 50_000_000  |  f_min: 1.112488e-09
INFO:random-gd-1031:trial:    472 / 100_000  |  f_evals:     957_125 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    473 / 100_000  |  f_evals:     963_775 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    474 / 100_000  |  f_evals:     965_086 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    475 / 100_000  |  f_evals:     965_979 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    476 / 100_000  |  f_evals:     967_138 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    477 / 100_000  |  f_evals:     968_183 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    478 / 100_000  |  f_evals:     969_133 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    479 / 100_000  |  f_evals:     969_551 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    480 / 100_000  |  f_evals:     970_881 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    481 / 100_000  |  f_evals:     971_280 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    482 / 100_000  |  f_evals:     971_850 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    483 / 100_000  |  f_evals:     972_515 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    484 / 100_000  |  f_evals:     980_438 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    485 / 100_000  |  f_evals:     983_915 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    486 / 100_000  |  f_evals:     984_846 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    487 / 100_000  |  f_evals:     988_209 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    488 / 100_000  |  f_evals:     993_377 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    489 / 100_000  |  f_evals:     999_514 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    490 / 100_000  |  f_evals:     999_913 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    491 / 100_000  |  f_evals:   1_000_312 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    492 / 100_000  |  f_evals:   1_003_846 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    493 / 100_000  |  f_evals:   1_004_245 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    494 / 100_000  |  f_evals:   1_007_133 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    495 / 100_000  |  f_evals:   1_012_434 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    496 / 100_000  |  f_evals:   1_013_118 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    497 / 100_000  |  f_evals:   1_022_029 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    498 / 100_000  |  f_evals:   1_022_561 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    499 / 100_000  |  f_evals:   1_023_207 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    500 / 100_000  |  f_evals:   1_025_316 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    501 / 100_000  |  f_evals:   1_027_767 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    502 / 100_000  |  f_evals:   1_028_983 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    503 / 100_000  |  f_evals:   1_029_382 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    504 / 100_000  |  f_evals:   1_030_503 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    505 / 100_000  |  f_evals:   1_030_902 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    506 / 100_000  |  f_evals:   1_031_339 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    507 / 100_000  |  f_evals:   1_031_738 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    508 / 100_000  |  f_evals:   1_032_498 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    509 / 100_000  |  f_evals:   1_033_429 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    510 / 100_000  |  f_evals:   1_046_995 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    511 / 100_000  |  f_evals:   1_047_964 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    512 / 100_000  |  f_evals:   1_048_363 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    513 / 100_000  |  f_evals:   1_051_289 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    514 / 100_000  |  f_evals:   1_051_688 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    515 / 100_000  |  f_evals:   1_052_619 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    516 / 100_000  |  f_evals:   1_053_569 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    517 / 100_000  |  f_evals:   1_054_557 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    518 / 100_000  |  f_evals:   1_054_994 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    519 / 100_000  |  f_evals:   1_056_989 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    520 / 100_000  |  f_evals:   1_059_402 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    521 / 100_000  |  f_evals:   1_060_314 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    522 / 100_000  |  f_evals:   1_062_423 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    523 / 100_000  |  f_evals:   1_063_430 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    524 / 100_000  |  f_evals:   1_063_810 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    525 / 100_000  |  f_evals:   1_064_209 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    526 / 100_000  |  f_evals:   1_070_327 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    527 / 100_000  |  f_evals:   1_070_726 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    528 / 100_000  |  f_evals:   1_071_828 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    529 / 100_000  |  f_evals:   1_072_322 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    530 / 100_000  |  f_evals:   1_072_721 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    531 / 100_000  |  f_evals:   1_076_540 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    532 / 100_000  |  f_evals:   1_077_509 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    533 / 100_000  |  f_evals:   1_081_081 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    534 / 100_000  |  f_evals:   1_083_038 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    535 / 100_000  |  f_evals:   1_089_232 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    536 / 100_000  |  f_evals:   1_090_068 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    537 / 100_000  |  f_evals:   1_092_101 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    538 / 100_000  |  f_evals:   1_092_747 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    539 / 100_000  |  f_evals:   1_094_267 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    540 / 100_000  |  f_evals:   1_095_274 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    541 / 100_000  |  f_evals:   1_095_939 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    542 / 100_000  |  f_evals:   1_096_338 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    543 / 100_000  |  f_evals:   1_097_174 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    544 / 100_000  |  f_evals:   1_097_573 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    545 / 100_000  |  f_evals:   1_100_594 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    546 / 100_000  |  f_evals:   1_101_297 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    547 / 100_000  |  f_evals:   1_102_551 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    548 / 100_000  |  f_evals:   1_107_681 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    549 / 100_000  |  f_evals:   1_117_352 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    550 / 100_000  |  f_evals:   1_117_751 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    551 / 100_000  |  f_evals:   1_119_081 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    552 / 100_000  |  f_evals:   1_119_993 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    553 / 100_000  |  f_evals:   1_120_392 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    554 / 100_000  |  f_evals:   1_120_791 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    555 / 100_000  |  f_evals:   1_122_938 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    556 / 100_000  |  f_evals:   1_123_337 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    557 / 100_000  |  f_evals:   1_124_686 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    558 / 100_000  |  f_evals:   1_125_313 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    559 / 100_000  |  f_evals:   1_126_168 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    560 / 100_000  |  f_evals:   1_127_137 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    561 / 100_000  |  f_evals:   1_130_215 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    562 / 100_000  |  f_evals:   1_131_963 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    563 / 100_000  |  f_evals:   1_132_609 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    564 / 100_000  |  f_evals:   1_133_008 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    565 / 100_000  |  f_evals:   1_133_540 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    566 / 100_000  |  f_evals:   1_134_224 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    567 / 100_000  |  f_evals:   1_136_086 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    568 / 100_000  |  f_evals:   1_136_485 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    569 / 100_000  |  f_evals:   1_141_653 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    570 / 100_000  |  f_evals:   1_148_113 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    571 / 100_000  |  f_evals:   1_149_462 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    572 / 100_000  |  f_evals:   1_149_861 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    573 / 100_000  |  f_evals:   1_151_400 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    574 / 100_000  |  f_evals:   1_152_312 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    575 / 100_000  |  f_evals:   1_153_205 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    576 / 100_000  |  f_evals:   1_153_604 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    577 / 100_000  |  f_evals:   1_161_432 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    578 / 100_000  |  f_evals:   1_167_645 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    579 / 100_000  |  f_evals:   1_168_633 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    580 / 100_000  |  f_evals:   1_178_627 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    581 / 100_000  |  f_evals:   1_179_026 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    582 / 100_000  |  f_evals:   1_179_786 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    583 / 100_000  |  f_evals:   1_180_185 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    584 / 100_000  |  f_evals:   1_188_868 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    585 / 100_000  |  f_evals:   1_189_267 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    586 / 100_000  |  f_evals:   1_190_141 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    587 / 100_000  |  f_evals:   1_190_540 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    588 / 100_000  |  f_evals:   1_191_110 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    589 / 100_000  |  f_evals:   1_193_447 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    590 / 100_000  |  f_evals:   1_194_397 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    591 / 100_000  |  f_evals:   1_200_363 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    592 / 100_000  |  f_evals:   1_200_762 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    593 / 100_000  |  f_evals:   1_201_161 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    594 / 100_000  |  f_evals:   1_202_168 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    595 / 100_000  |  f_evals:   1_202_567 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    596 / 100_000  |  f_evals:   1_203_251 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    597 / 100_000  |  f_evals:   1_204_087 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    598 / 100_000  |  f_evals:   1_205_683 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    599 / 100_000  |  f_evals:   1_207_203 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    600 / 100_000  |  f_evals:   1_217_121 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    601 / 100_000  |  f_evals:   1_217_520 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    602 / 100_000  |  f_evals:   1_218_470 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    603 / 100_000  |  f_evals:   1_219_534 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    604 / 100_000  |  f_evals:   1_219_933 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    605 / 100_000  |  f_evals:   1_220_332 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    606 / 100_000  |  f_evals:   1_221_472 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    607 / 100_000  |  f_evals:   1_221_909 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    608 / 100_000  |  f_evals:   1_223_201 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    609 / 100_000  |  f_evals:   1_224_493 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    610 / 100_000  |  f_evals:   1_226_754 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    611 / 100_000  |  f_evals:   1_227_210 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    612 / 100_000  |  f_evals:   1_228_464 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    613 / 100_000  |  f_evals:   1_229_699 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    614 / 100_000  |  f_evals:   1_230_193 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    615 / 100_000  |  f_evals:   1_231_447 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    616 / 100_000  |  f_evals:   1_232_188 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    617 / 100_000  |  f_evals:   1_232_853 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    618 / 100_000  |  f_evals:   1_233_613 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    619 / 100_000  |  f_evals:   1_234_012 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    620 / 100_000  |  f_evals:   1_234_411 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    621 / 100_000  |  f_evals:   1_235_209 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    622 / 100_000  |  f_evals:   1_235_874 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    623 / 100_000  |  f_evals:   1_236_520 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    624 / 100_000  |  f_evals:   1_238_040 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    625 / 100_000  |  f_evals:   1_238_439 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    626 / 100_000  |  f_evals:   1_243_075 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    627 / 100_000  |  f_evals:   1_244_025 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    628 / 100_000  |  f_evals:   1_244_424 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    629 / 100_000  |  f_evals:   1_245_070 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    630 / 100_000  |  f_evals:   1_245_469 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    631 / 100_000  |  f_evals:   1_245_925 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    632 / 100_000  |  f_evals:   1_248_908 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    633 / 100_000  |  f_evals:   1_250_162 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    634 / 100_000  |  f_evals:   1_252_214 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    635 / 100_000  |  f_evals:   1_253_202 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    636 / 100_000  |  f_evals:   1_254_722 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    637 / 100_000  |  f_evals:   1_260_935 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    638 / 100_000  |  f_evals:   1_273_228 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    639 / 100_000  |  f_evals:   1_278_947 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    640 / 100_000  |  f_evals:   1_280_296 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    641 / 100_000  |  f_evals:   1_280_695 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    642 / 100_000  |  f_evals:   1_282_139 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    643 / 100_000  |  f_evals:   1_282_538 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    644 / 100_000  |  f_evals:   1_283_203 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    645 / 100_000  |  f_evals:   1_297_548 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    646 / 100_000  |  f_evals:   1_298_175 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    647 / 100_000  |  f_evals:   1_298_783 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    648 / 100_000  |  f_evals:   1_299_182 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    649 / 100_000  |  f_evals:   1_299_581 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    650 / 100_000  |  f_evals:   1_300_094 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    651 / 100_000  |  f_evals:   1_300_835 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    652 / 100_000  |  f_evals:   1_301_918 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    653 / 100_000  |  f_evals:   1_302_887 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    654 / 100_000  |  f_evals:   1_303_742 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    655 / 100_000  |  f_evals:   1_304_521 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    656 / 100_000  |  f_evals:   1_305_927 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    657 / 100_000  |  f_evals:   1_306_326 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    658 / 100_000  |  f_evals:   1_313_717 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    659 / 100_000  |  f_evals:   1_314_534 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    660 / 100_000  |  f_evals:   1_320_158 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    661 / 100_000  |  f_evals:   1_322_818 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    662 / 100_000  |  f_evals:   1_323_217 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    663 / 100_000  |  f_evals:   1_326_922 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    664 / 100_000  |  f_evals:   1_327_682 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    665 / 100_000  |  f_evals:   1_328_689 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    666 / 100_000  |  f_evals:   1_329_183 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    667 / 100_000  |  f_evals:   1_329_943 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    668 / 100_000  |  f_evals:   1_330_798 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    669 / 100_000  |  f_evals:   1_331_197 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    670 / 100_000  |  f_evals:   1_332_622 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    671 / 100_000  |  f_evals:   1_333_762 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    672 / 100_000  |  f_evals:   1_334_427 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    673 / 100_000  |  f_evals:   1_335_681 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    674 / 100_000  |  f_evals:   1_336_498 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    675 / 100_000  |  f_evals:   1_347_043 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    676 / 100_000  |  f_evals:   1_354_396 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    677 / 100_000  |  f_evals:   1_356_144 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    678 / 100_000  |  f_evals:   1_363_877 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    679 / 100_000  |  f_evals:   1_364_466 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    680 / 100_000  |  f_evals:   1_365_454 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    681 / 100_000  |  f_evals:   1_366_480 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    682 / 100_000  |  f_evals:   1_366_879 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    683 / 100_000  |  f_evals:   1_367_525 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    684 / 100_000  |  f_evals:   1_370_223 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    685 / 100_000  |  f_evals:   1_370_565 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    686 / 100_000  |  f_evals:   1_378_336 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    687 / 100_000  |  f_evals:   1_379_096 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    688 / 100_000  |  f_evals:   1_379_495 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    689 / 100_000  |  f_evals:   1_380_065 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    690 / 100_000  |  f_evals:   1_381_490 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    691 / 100_000  |  f_evals:   1_383_656 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    692 / 100_000  |  f_evals:   1_384_207 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    693 / 100_000  |  f_evals:   1_384_986 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    694 / 100_000  |  f_evals:   1_387_855 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    695 / 100_000  |  f_evals:   1_388_558 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    696 / 100_000  |  f_evals:   1_389_489 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    697 / 100_000  |  f_evals:   1_390_401 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    698 / 100_000  |  f_evals:   1_391_256 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    699 / 100_000  |  f_evals:   1_391_959 / 50_000_000  |  f_min: 1.940531e-12
INFO:random-gd-1031:trial:    700 / 100_000  |  f_evals:   1_392_472 / 50_000_000  |  f_min: 1.940531e-12
